dataset,budget_ms,seed,method,certificate,eb-nocorrection,point-estimate,posthoc-oracle,realized,ndcg10
nfcorpus,120.0,29,StaticBest-cal,,0.5011560055878992,0.0,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,120.0,29,CostGreedy-cal,,0.5112849426073407,0.0025575447570332483,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,120.0,29,Static-Qwen3,,0.5011560055878992,0.0,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,120.0,29,Static-SPLADE,,0.5011560055878992,0.0,0.0,0.0,0.3296412324747552
nfcorpus,120.0,29,Static-ColBERTv2,,0.796571912841763,0.5040740555007642,0.7581699346405228,0.7581699346405228,0.3092824101784831
nfcorpus,120.0,29,Static-E5,,0.5011560055878992,0.0,0.0,0.0,0.3272987447666242
nfcorpus,120.0,31,CWC,0.5849776873178283,0.34036378085687025,0.0,0.0,0.0,0.3478620429584839
nfcorpus,120.0,31,StaticBest-cal,,0.34036378085687025,0.0,0.0021645021645021645,0.0021645021645021645,0.3308368198375521
nfcorpus,120.0,31,CostGreedy-cal,,0.35275545928239493,0.0031288843170031292,0.004329004329004329,0.004329004329004329,0.3308368198375521
nfcorpus,120.0,31,Static-Qwen3,,0.34036378085687025,0.0,0.0021645021645021645,0.0021645021645021645,0.3308368198375521
nfcorpus,120.0,31,Static-SPLADE,,0.34036378085687025,0.0,0.0,0.0,0.3365964524011865
nfcorpus,120.0,31,Static-ColBERTv2,,0.8072434178605726,0.5694435351967535,0.7294372294372294,0.7294372294372294,0.31616779291118197
nfcorpus,120.0,31,Static-E5,,0.34036378085687025,0.0,0.0,0.0,0.3414456081442243
nfcorpus,160.0,13,CWC,0.7259967512750666,0.21047805894156707,0.005861051221401211,0.0021141649048625794,0.0021141649048625794,0.3390794484449071
nfcorpus,160.0,13,StaticBest-cal,,0.18726586743405346,0.0,0.0021141649048625794,0.0021141649048625794,0.32541789796937615
nfcorpus,160.0,13,CostGreedy-cal,,0.21047805894156707,0.005861051221401211,0.004228329809725159,0.004228329809725159,0.32541789796937615
nfcorpus,160.0,13,Static-Qwen3,,0.18726586743405346,0.0,0.0021141649048625794,0.0021141649048625794,0.32541789796937615
nfcorpus,160.0,13,Static-SPLADE,,0.18726586743405346,0.0,0.0,0.0,0.33265958872947743
nfcorpus,160.0,13,Static-ColBERTv2,,0.48926265309362627,0.17169801435467905,0.5687103594080338,0.5687103594080338,0.3102320043251954
nfcorpus,160.0,13,Static-E5,,0.18726586743405346,0.0,0.0,0.0,0.32700604094566066
nfcorpus,160.0,17,CWC,0.8012541043442617,0.3159810841761139,0.003208705357142857,0.0,0.0,0.34040823971123796
nfcorpus,160.0,17,StaticBest-cal,,0.3032732813558242,0.0,0.002232142857142857,0.002232142857142857,0.33461696458755935
nfcorpus,160.0,17,CostGreedy-cal,,0.3159810841761139,0.003208705357142857,0.004464285714285714,0.004464285714285714,0.33461696458755935
nfcorpus,160.0,17,Static-Qwen3,,0.3032732813558242,0.0,0.002232142857142857,0.002232142857142857,0.33461696458755935
nfcorpus,160.0,17,Static-SPLADE,,0.3032732813558242,0.0,0.0,0.0,0.3491914015442089
nfcorpus,160.0,17,Static-ColBERTv2,,0.6607974523373762,0.31922768976946964,0.5825892857142857,0.5825892857142857,0.3241995959393479
nfcorpus,160.0,17,Static-E5,,0.3032732813558242,0.0,0.0,0.0,0.3372538981747722
nfcorpus,160.0,23,CWC,0.6548756730333922,0.34686520467591997,0.0,0.0,0.0,0.3373495234777263
nfcorpus,160.0,23,StaticBest-cal,,0.4142222866617894,0.01700758446334176,0.0,0.0,0.3382214986110847
nfcorpus,160.0,23,CostGreedy-cal,,0.4142222866617894,0.01700758446334176,0.002183406113537118,0.002183406113537118,0.3382214986110847
nfcorpus,160.0,23,Static-Qwen3,,0.4142222866617894,0.01700758446334176,0.0,0.0,0.3382214986110847
nfcorpus,160.0,23,Static-SPLADE,,0.34686520467591997,0.0,0.0,0.0,0.3484158856249461
nfcorpus,160.0,23,Static-ColBERTv2,,0.6429759442634079,0.3903991107931562,0.5873362445414847,0.5873362445414847,0.3248569783018621
nfcorpus,160.0,23,Static-E5,,0.34686520467591997,0.0,0.0,0.0,0.33853047363765626
nfcorpus,160.0,29,CWC,0.849074671770714,0.5011560055878992,0.0,0.002178649237472767,0.002178649237472767,0.3351227985090019
nfcorpus,160.0,29,StaticBest-cal,,0.5011560055878992,0.0,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,160.0,29,CostGreedy-cal,,0.5112849426073407,0.0025575447570332483,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,160.0,29,Static-Qwen3,,0.5011560055878992,0.0,0.002178649237472767,0.002178649237472767,0.32154464093274465
nfcorpus,160.0,29,Static-SPLADE,,0.5011560055878992,0.0,0.0,0.0,0.3296412324747552
nfcorpus,160.0,29,Static-ColBERTv2,,0.6690961996980529,0.3996159039537005,0.6034858387799564,0.6034858387799564,0.3092824101784831
nfcorpus,160.0,29,Static-E5,,0.5011560055878992,0.0,0.0,0.0,0.3272987447666242
nfcorpus,160.0,31,CWC,0.5849776873178283,0.34036378085687025,0.0,0.0,0.0,0.3478620429584839
nfcorpus,160.0,31,StaticBest-cal,,0.34036378085687025,0.0,0.0021645021645021645,0.0021645021645021645,0.3308368198375521
nfcorpus,160.0,31,CostGreedy-cal,,0.35275545928239493,0.0031288843170031292,0.004329004329004329,0.004329004329004329,0.3308368198375521
nfcorpus,160.0,31,Static-Qwen3,,0.34036378085687025,0.0,0.0021645021645021645,0.0021645021645021645,0.3308368198375521
nfcorpus,160.0,31,Static-SPLADE,,0.34036378085687025,0.0,0.0,0.0,0.3365964524011865
nfcorpus,160.0,31,Static-ColBERTv2,,0.6710402916594786,0.4290175612751075,0.5757575757575758,0.5757575757575758,0.31616779291118197
nfcorpus,160.0,31,Static-E5,,0.34036378085687025,0.0,0.0,0.0,0.3414456081442243
scifact,80.0,13,CWC,0.749048135278723,0.7331424124668395,0.055314904531205474,0.09404388714733543,0.09404388714733543,0.8665660404759904
scifact,80.0,13,StaticBest-cal,,0.7331424124668395,0.02225705329153605,0.0,0.0,0.863841682336716
scifact,80.0,13,CostGreedy-cal,,0.7331424124668395,0.02225705329153605,0.0,0.0,0.863841682336716
scifact,80.0,13,Static-Qwen3,,0.850586499126516,0.3168962350780533,0.554858934169279,0.554858934169279,0.8664008566907132
scifact,80.0,13,Static-SPLADE,,0.7331424124668395,0.02225705329153605,0.0,0.0,0.863841682336716
scifact,80.0,13,Static-ColBERTv2,,0.9921313539333448,0.5600290283457157,0.6426332288401254,0.6426332288401254,0.8449913470720816
scifact,80.0,13,Static-E5,,0.6449952586747664,0.0,0.0,0.0,0.7283955856555993
scifact,80.0,17,CWC,0.6906600403227117,0.6828565076027711,0.0,0.003067484662576687,0.003067484662576687,0.8635330403248622
scifact,80.0,17,StaticBest-cal,,0.6828565076027711,0.0,0.003067484662576687,0.003067484662576687,0.8635330403248622
scifact,80.0,17,CostGreedy-cal,,0.6828565076027711,0.0,0.003067484662576687,0.003067484662576687,0.8635330403248622
scifact,80.0,17,Static-Qwen3,,0.854010958343755,0.41699200594906116,0.5306748466257669,0.5306748466257669,0.866118888618884
scifact,80.0,17,Static-SPLADE,,0.6828565076027711,0.0,0.003067484662576687,0.003067484662576687,0.8635330403248622
scifact,80.0,17,Static-ColBERTv2,,0.9894188467169929,0.6732911941500899,0.6196319018404908,0.6196319018404908,0.8410661034434938
scifact,80.0,17,Static-E5,,0.6828565076027711,0.0,0.0,0.0,0.7458035138324576
scifact,80.0,23,CWC,0.8645100680652286,0.8576753562910046,0.0364741641337386,0.0,0.0,0.8585633231514045
